ID,Latitude,Longitude,Genus,Species,Family,Class,Infra-Class,Order,Status,Megafauna,AgeID,DatedRemain,DatedMaterial,Age,AgeType,DatingTechnique,OverallRegion,AdministrativeDivision,SpecificRegion,Cave/Site/Deposit,Chamber/Provenance,Stratigraphy/Taphonomy,Species abundances
3063,-2.916,151.3686,Genus indet.,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,GaK-2437,Sediment,Charcoal,1.54,<,Radiocarbon,New Guinea,New Ireland Province,New Ireland Island - Medina village,Balof Shelter,Square D3 - spit 3 (17-23 cm below surface),Stratigraphy,Yes
3064,-34.15,115.07,Genus indet.,species indet.,Scindidae,Reptilia,Lepidosauromorpha,Squamata,Extant,No,ANUA-11709,Charcoal,Charcoal,41.46,=,Radiocarbon (ABOX),Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,DL2 (layer 28) - 345cm below datum,"Stratigraphic in Dodson et al. (1993), Field and Dodson (1999) and Field et al. (2001, 2002)",Yes
3065,-34.15,115.07,Genus indet.,species indet.,Scindidae,Reptilia,Lepidosauromorpha,Squamata,Extant,No,OZD-330,Charcoal,Charcoal,40.5,=,Radiocarbon (ABA),Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,DL2 (layer 28) - 335 cm below datum,"Stratigraphic in Dodson et al. (1993), Field and Dodson (1999) and Field et al. (2001, 2002)",Yes
3066,-34.15,115.07,Genus indet.,species indet.,Scindidae,Reptilia,Lepidosauromorpha,Squamata,Extant,No,OZD-329,Charcoal,Charcoal,41.5,=,Radiocarbon (ABA),Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,DL2 (layer 28) - 345cm below datum,"Stratigraphic in Dodson et al. (1993), Field and Dodson (1999) and Field et al. (2001, 2002)",Yes
3067,-27.95,151.7333,Genus indet.,species indet.,Macropodidae (Sthenurine),Mammalia,Marsupialia,Diprotodontia,Extinct,No,Risø-060701,Sediment,Quartz,107.0,=,OSL  ,Main Australia,QLD,Great Dividing Range - Darling Downs - Kings Creek,QML796,"Horizon A4 - 1,91 cm (height relative to measured section)","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
3068,-27.95,151.7333,Genus indet.,species indet.,Macropodidae (Sthenurine),Mammalia,Marsupialia,Diprotodontia,Extinct,No,OZG-544,Sediment,Shell (Velesunio ambiguus),24.1,=,AMS radiocarbon  ,Main Australia,QLD,Great Dividing Range - Darling Downs - Kings Creek,QML796,"Horizon A4 - 1,95 cm (height relative to measured section)","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
3069,-27.95,151.7333,Genus indet.,species indet.,Macropodidae (Sthenurine),Mammalia,Marsupialia,Diprotodontia,Extinct,No,OZG-543,Sediment,Shell (Velesunio ambiguus),33.9,=,AMS radiocarbon  ,Main Australia,QLD,Great Dividing Range - Darling Downs - Kings Creek,QML796,"Horizon A4 - 1,95 cm (height relative to measured section)","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
3070,-27.95,151.7333,Genus indet.,species indet.,Macropodidae (Sthenurine),Mammalia,Marsupialia,Diprotodontia,Extinct,No,OZG-854,Sediment,Charcoal,38.4,=,AMS radiocarbon  ,Main Australia,QLD,Great Dividing Range - Darling Downs - Kings Creek,QML796,"Horizon A4 - 1,84 cm (height relative to measured section)","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
3071,-42.5784,146.4569,Genus indet.,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,AG-27,Bone,Charcoal,40.0,=,AAR,Australian Islands,TAS,Tasmanian Southern Ranges - Florentine River Valley,Titan Shelter,Pleistocene layer - Charcoal sample from 58-75 cm depth,Yes,Yes
3072,-19.8667,145.0667,Genus indet.,species indet.,Palorchestidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,Wk-923,Sediment,Carbonised wood,45.0,>,Radiocarbon  ,Main Australia,QLD,Clarke River,Wyandotte Creek,Unit A (base of Wyandotte formation),Stratigraphy,Yes
3073,-19.8667,145.0667,Genus indet.,species indet.,Diprotodontidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,Wk-923,Sediment,Carbonised wood,45.0,>,Radiocarbon  ,Main Australia,QLD,Clarke River,Wyandotte Creek,Unit A (base of Wyandotte formation),Stratigraphy,Yes
3074,-27.95,151.7333,Genus indet.,species indet.,Macropodidae (Sthenurine),Mammalia,Marsupialia,Diprotodontia,Extinct,No,OZG-543,Sediment,Shell (Velesunio ambiguus),59.5,=,U-series Th/U  ,Main Australia,QLD,Great Dividing Range - Darling Downs - Kings Creek,QML796,"Horizon A4 - 1,95 cm (height relative to measured section)","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
3075,-27.95,151.7333,Genus indet.,species indet.,Macropodidae (Sthenurine),Mammalia,Marsupialia,Diprotodontia,Extinct,No,OZG-543,Sediment,Shell (Velesunio ambiguus),87.8,=,U-series Th/U  ,Main Australia,QLD,Great Dividing Range - Darling Downs - Kings Creek,QML796,"Horizon A4 - 1,95 cm (height relative to measured section)","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
3076,-23.1567,150.4578,Genus indet.,species indet.,Mekosuchinae,Reptilia,Archosauromorpha,Crocodylia,Extinct,No,ROK-27 bone,Bone (Macropod),Charcoal,267.0,=,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Elephant Hole Cave (QML1384),Lower Unit,No,No
3077,-23.1567,150.4578,Genus indet.,species indet.,Macropodidae (Sthenurine),Mammalia,Marsupialia,Diprotodontia,Extinct,No,ROK-27cal,Calcite filling in bone,Calcite,332.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Mount Etna,Lower Unit,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
3078,-23.1567,150.4578,Genus indet.,species indet.,Mekosuchinae,Reptilia,Archosauromorpha,Crocodylia,Extinct,No,ROK-27 cal,Calcite filling in bone,Calcite,333.0,=,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Elephant Hole Cave (QML1384),Lower Unit,No,No
3079,-28.83,137.75,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,AA-25239,Eggshell,Eggshell,31.07,=,AMS radiocarbon  ,Main Australia,SA,Madigan Gulf - Lake Eyre Basin,Lake Eyre,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3080,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,AA-16398,Eggshell,Eggshell,34.275,=,AMS radiocarbon  ,Main Australia,SA,Williams Point,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3081,-28.9483,137.3383,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8161,Eggshell,Eggshell,47.7907,=,AAR,Main Australia,SA,Hunt Peninsula,"Ankle Site North, GN site","Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3082,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7520,Eggshell,Eggshell,48.6621,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3083,-28.8333,137.7556,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7841,Eggshell,Eggshell,49.3966,=,AAR,Main Australia,SA,Williams Point,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3084,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7517,Eggshell,Eggshell,49.5446,=,AAR,Main Australia,SA,Williams Point,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3085,-28.1417,137.5583,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8972,Eggshell,Eggshell,49.8415,=,AAR,Main Australia,SA,North Harbour,North Harbour,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3086,-28.143,137.5419,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8869,Eggshell,Eggshell,49.9905,=,AAR,Main Australia,SA,North Harbour,North Harbour,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3087,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,AAL-5534,Eggshell,Eggshell,50.0,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Cliff section - above 3 m (Australian Height Datum, AHD)",Yes,Yes
3088,-28.9142,137.3283,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7136,Eggshell,Eggshell,50.0651,=,AAR,Main Australia,SA,Williams Point,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3089,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7516,Eggshell,Eggshell,50.1398,=,AAR,Main Australia,SA,Williams Point,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3090,-32.55,140.8035,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7595,Eggshell,Eggshell,50.2146,=,AAR,Main Australia,SA,Williams Point,Top of Capping Dune,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3091,-28.1433,137.585,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,9137,Eggshell,Eggshell,50.2571,=,AAR,Main Australia,SA,North Harbour,Five O'clock Site,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3092,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7519,Eggshell,Eggshell,50.4397,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3093,-28.1417,137.5583,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8972,Eggshell,Eggshell,50.5902,=,AAR,Main Australia,SA,North Harbour,North Harbour,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3094,-28.8333,137.7556,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7841,Eggshell,Eggshell,50.6656,=,AAR,Main Australia,SA,Williams Point,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3095,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7618,Eggshell,Eggshell,50.7034,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3096,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7619,Eggshell,Eggshell,50.7411,=,AAR,Main Australia,SA,Williams Point,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3097,-28.0417,137.5308,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8881,Eggshell,Eggshell,50.7411,=,AAR,Main Australia,SA,North Harbour,Horseshoe Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3098,-28.143,137.5419,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8869,Eggshell,Eggshell,50.8924,=,AAR,Main Australia,SA,North Harbour,North Harbour,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3099,-28.1417,137.5583,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8872,Eggshell,Eggshell,50.8924,=,AAR,Main Australia,SA,North Harbour,North Harbour,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3100,-28.1117,137.5117,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8970,Eggshell,Eggshell,51.0442,=,AAR,Main Australia,SA,North Harbour,"Site 4b, Clark Lake","Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3101,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7518,Eggshell,Eggshell,51.1202,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3102,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7520,Eggshell,Eggshell,51.1963,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3103,-28.143,137.5419,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8868,Eggshell,Eggshell,51.2344,=,AAR,Main Australia,SA,North Harbour,North Harbour,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3104,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7516,Eggshell,Eggshell,51.2725,=,AAR,Main Australia,SA,Williams Point,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3105,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7618,Eggshell,Eggshell,51.3107,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3106,-28.1417,137.5583,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8871,Eggshell,Eggshell,51.7707,=,AAR,Main Australia,SA,North Harbour,North Harbour,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3107,-28.8333,137.7556,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7593,Eggshell,Eggshell,51.8092,=,AAR,Main Australia,SA,Williams Point,WP Base of Gypsum,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3108,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7520,Eggshell,Eggshell,51.8092,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3109,-28.8333,137.7556,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7593,Eggshell,Eggshell,51.8863,=,AAR,Main Australia,SA,Williams Point,WP Base of Gypsum,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3110,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7518,Eggshell,Eggshell,52.1959,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3111,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7526,Eggshell,Eggshell,52.4293,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3112,-28.0733,137.5817,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,9036,Eggshell,Eggshell,52.5074,=,AAR,Main Australia,SA,North Harbour,Clark Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3113,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7520,Eggshell,Eggshell,52.5074,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3114,-28.1117,137.5117,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8968,Eggshell,Eggshell,52.5074,=,AAR,Main Australia,SA,North Harbour,"Site 4a, Clark Lake","Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3115,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7518,Eggshell,Eggshell,52.5855,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3116,-28.0733,137.5817,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,9039,Eggshell,Eggshell,52.5855,=,AAR,Main Australia,SA,North Harbour,Clark Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3117,-28.8333,137.7556,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7593,Eggshell,Eggshell,52.6638,=,AAR,Main Australia,SA,Williams Point,WP Base of Gypsum,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3118,-28.8333,137.7556,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7593,Eggshell,Eggshell,52.8208,=,AAR,Main Australia,SA,Williams Point,WP Base of Gypsum,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3119,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7520,Eggshell,Eggshell,52.8208,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3120,-28.0417,137.5308,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8881,Eggshell,Eggshell,52.8994,=,AAR,Main Australia,SA,North Harbour,Horseshoe Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3121,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7525,Eggshell,Eggshell,53.0571,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3122,-28.143,137.5419,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8870,Eggshell,Eggshell,53.0571,=,AAR,Main Australia,SA,North Harbour,North Harbour,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3123,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,5534,Eggshell,Eggshell,53.1361,=,AAR,Main Australia,SA,Madigan Gulf,83/6 Drill Site,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3124,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7618,Eggshell,Eggshell,53.1757,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3125,-32.55,140.8035,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7595,Eggshell,Eggshell,53.2153,=,AAR,Main Australia,SA,Williams Point,Top of Capping Dune,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3126,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7518,Eggshell,Eggshell,53.2153,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3127,-28.0739,137.5818,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8866,Eggshell,Eggshell,53.427,=,AAR,Main Australia,SA,North Harbour,"Site 3, Harvery Lake","Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3128,-32.55,140.8035,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7595,Eggshell,Eggshell,53.613,=,AAR,Main Australia,SA,Williams Point,Top of Capping Dune,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3129,-28.0739,137.5818,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8861,Eggshell,Eggshell,53.613,=,AAR,Main Australia,SA,North Harbour,"Site 3, Harvery Lake","Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3130,-28.0417,137.5308,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8879,Eggshell,Eggshell,53.613,=,AAR,Main Australia,SA,North Harbour,Site 1,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3131,-28.9142,137.3283,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7136,Eggshell,Eggshell,54.0946,=,AAR,Main Australia,SA,Williams Point,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3132,-28.2095,137.5447,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8963,Eggshell,Eggshell,54.0946,=,AAR,Main Australia,SA,North Harbour,Base Camp Blowout,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3133,-28.143,137.5419,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8868,Eggshell,Eggshell,54.1754,=,AAR,Main Australia,SA,North Harbour,North Harbour,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3134,-28.0417,137.5308,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8978,Eggshell,Eggshell,54.1754,=,AAR,Main Australia,SA,North Harbour,Horseshoe Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3135,-28.01,137.835,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,9447,Eggshell,Eggshell,54.5348,=,AAR,Main Australia,SA,North Harbour,Koolkootinnie Dune,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3136,-28.0739,137.5818,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8864,Eggshell,Eggshell,54.5541,=,AAR,Main Australia,SA,North Harbour,"Site 3, Harvery Lake","Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3137,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7520,Eggshell,Eggshell,54.5812,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3138,-28.5228,137.9263,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7697,Eggshell,Eggshell,54.6628,=,AAR,Main Australia,SA,Cooper Creek,Lake Kutjitara,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3139,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7525,Eggshell,Eggshell,54.6628,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3140,-28.1433,137.585,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,9838,Eggshell,Eggshell,54.7101,=,AAR,Main Australia,SA,North Harbour,Five O'clock Site,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3141,-28.2095,137.5447,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8963,Eggshell,Eggshell,54.8264,=,AAR,Main Australia,SA,North Harbour,Base Camp Blowout,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3142,-35.2167,139.3833,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,20,Sediment,Quartz (90-125 microns),55.0,=,OSL  ,Main Australia,SA,The Coorong,Wood Point,Unit containing eggshell,Yes,Yes
3143,-29.0233,137.6092,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,6873,Eggshell,Eggshell,55.0729,=,AAR,Main Australia,SA,Shelly Island,Shelly Island,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3144,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,5534,Eggshell,Eggshell,55.4036,=,AAR,Main Australia,SA,Madigan Gulf,83/6 Drill Site,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3145,-28.5228,137.9263,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7697,Eggshell,Eggshell,55.4867,=,AAR,Main Australia,SA,Cooper Creek,Lake Kutjitara,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3146,-28.1417,137.5583,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8871,Eggshell,Eggshell,55.5283,=,AAR,Main Australia,SA,North Harbour,North Harbour,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3147,-29.0404,137.6267,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7525,Eggshell,Eggshell,55.5699,=,AAR,Main Australia,SA,Madigan Gulf - Lake Eyre Bain,Williams Point,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3148,-28.1417,137.5583,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8875,Eggshell,Eggshell,55.6255,=,AAR,Main Australia,SA,North Harbour,North Harbour,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3149,-32.55,140.8035,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,7595,Eggshell,Eggshell,55.7368,=,AAR,Main Australia,SA,Williams Point,Top of Capping Dune,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
3150,-28.0417,137.5308,Genyornis,newtoni,Dromornithidae,Aves,Ornithoraces,Anseriformes,Extinct,Yes,8962,Eggshell,Eggshell,55.7368,=,AAR,Main Australia,SA,North Harbour,Ampitheatre Site,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
